cycle,req_valid,req_ready,req_accept,req_kv_head,req_position,req_dim,rsp_valid,rsp_ready,rsp_accept,rsp_data,score_valid,score_ready,score_accept,score_q_head,score_kv_head,score_position,score_raw,score_scaled,score_last,k_request_count,k_response_count,score_count
27994,0,0,0,4,1,30,0,1,0,0xfff01f,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5919,5918,46
27995,0,0,0,4,1,30,1,1,1,0xfffe63,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5919,5918,46
27996,1,1,1,4,1,31,0,0,0,0xfffe63,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5919,5919,46
27997,0,0,0,4,1,31,0,1,0,0xfffe63,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5920,5919,46
27998,0,0,0,4,1,31,0,1,0,0xfffe63,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5920,5919,46
27999,0,0,0,4,1,31,1,1,1,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5920,5919,46
28000,1,1,1,4,1,32,0,0,0,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5920,5920,46
28001,0,0,0,4,1,32,0,1,0,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28002,0,0,0,4,1,32,0,1,0,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28003,0,0,0,4,1,32,0,1,0,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28004,0,0,0,4,1,32,0,1,0,0xfffd5c,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28005,0,0,0,4,1,32,0,1,0,0xfffd5c,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28006,0,0,0,4,1,32,1,1,1,0x000c4a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5920,46
28007,1,1,1,4,1,33,0,0,0,0x000c4a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5921,5921,46
28008,0,0,0,4,1,33,0,1,0,0x000c4a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5922,5921,46
28009,0,0,0,4,1,33,0,1,0,0x000c4a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5922,5921,46
28010,0,0,0,4,1,33,1,1,1,0x0013e0,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5922,5921,46
28011,1,1,1,4,1,34,0,0,0,0x0013e0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5922,5922,46
28012,0,0,0,4,1,34,0,1,0,0x0013e0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5923,5922,46
28013,0,0,0,4,1,34,0,1,0,0x0013e0,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5923,5922,46
28014,0,0,0,4,1,34,1,1,1,0xffd380,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5923,5922,46
28015,1,1,1,4,1,35,0,0,0,0xffd380,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5923,5923,46
28016,0,0,0,4,1,35,0,1,0,0xffd380,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5924,5923,46
28017,0,0,0,4,1,35,0,1,0,0xffd380,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5924,5923,46
28018,0,0,0,4,1,35,1,1,1,0xffe08f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5924,5923,46
28019,1,1,1,4,1,36,0,0,0,0xffe08f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5924,5924,46
28020,0,0,0,4,1,36,0,1,0,0xffe08f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5925,5924,46
28021,0,0,0,4,1,36,0,1,0,0xffe08f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5925,5924,46
28022,0,0,0,4,1,36,1,1,1,0xffd44f,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5925,5924,46
28023,1,1,1,4,1,37,0,0,0,0xffd44f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5925,5925,46
28024,0,0,0,4,1,37,0,1,0,0xffd44f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5926,5925,46
28025,0,0,0,4,1,37,0,1,0,0xffd44f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5926,5925,46
28026,0,0,0,4,1,37,0,1,0,0xffd44f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5926,5925,46
28027,0,0,0,4,1,37,1,1,1,0x000b30,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5926,5925,46
28028,1,1,1,4,1,38,0,0,0,0x000b30,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5926,5926,46
28029,0,0,0,4,1,38,0,1,0,0x000b30,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5927,5926,46
28030,0,0,0,4,1,38,0,1,0,0x000b30,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5927,5926,46
28031,0,0,0,4,1,38,1,1,1,0x004760,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5927,5926,46
28032,1,1,1,4,1,39,0,0,0,0x004760,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5927,5927,46
28033,0,0,0,4,1,39,0,1,0,0x004760,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5928,5927,46
28034,0,0,0,4,1,39,0,1,0,0x004760,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5928,5927,46
28035,0,0,0,4,1,39,1,1,1,0xfffe7b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5928,5927,46
28036,1,1,1,4,1,40,0,0,0,0xfffe7b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5928,5928,46
28037,0,0,0,4,1,40,0,1,0,0xfffe7b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5929,5928,46
28038,0,0,0,4,1,40,0,1,0,0xfffe7b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5929,5928,46
28039,0,0,0,4,1,40,1,1,1,0x000fb1,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5929,5928,46
28040,1,1,1,4,1,41,0,0,0,0x000fb1,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5929,5929,46
28041,0,0,0,4,1,41,0,1,0,0x000fb1,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5930,5929,46
28042,0,0,0,4,1,41,0,1,0,0x000fb1,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5930,5929,46
28043,0,0,0,4,1,41,1,1,1,0x001206,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5930,5929,46
28044,1,1,1,4,1,42,0,0,0,0x001206,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5930,5930,46
28045,0,0,0,4,1,42,0,1,0,0x001206,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5930,46
28046,0,0,0,4,1,42,0,1,0,0x001206,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5930,46
28047,0,0,0,4,1,42,0,1,0,0x001206,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5930,46
28048,0,0,0,4,1,42,1,1,1,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5930,46
28049,1,0,0,4,1,43,0,0,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5931,46
28050,1,1,1,4,1,43,0,0,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5931,5931,46
28051,0,0,0,4,1,43,0,1,0,0xffe4a6,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28052,0,0,0,4,1,43,0,1,0,0xffe4a6,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28053,0,0,0,4,1,43,0,1,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28054,0,0,0,4,1,43,0,1,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28055,0,0,0,4,1,43,0,1,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28056,0,0,0,4,1,43,0,1,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28057,0,0,0,4,1,43,0,1,0,0xffe4a6,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28058,0,0,0,4,1,43,0,1,0,0xffe4a6,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28059,0,0,0,4,1,43,1,1,1,0x0016bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5931,46
28060,1,1,1,4,1,44,0,0,0,0x0016bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5932,5932,46
28061,0,0,0,4,1,44,0,1,0,0x0016bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5933,5932,46
28062,0,0,0,4,1,44,0,1,0,0x0016bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5933,5932,46
28063,0,0,0,4,1,44,1,1,1,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5933,5932,46
28064,1,1,1,4,1,45,0,0,0,0xfffef9,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5933,5933,46
28065,0,0,0,4,1,45,0,1,0,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28066,0,0,0,4,1,45,0,1,0,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28067,0,0,0,4,1,45,0,1,0,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28068,0,0,0,4,1,45,0,1,0,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28069,0,0,0,4,1,45,0,1,0,0xfffef9,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28070,0,0,0,4,1,45,1,1,1,0x000042,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5933,46
28071,1,1,1,4,1,46,0,0,0,0x000042,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5934,5934,46
28072,0,0,0,4,1,46,0,1,0,0x000042,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5935,5934,46
28073,0,0,0,4,1,46,0,1,0,0x000042,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5935,5934,46
28074,0,0,0,4,1,46,1,1,1,0xffd68b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5935,5934,46
28075,1,1,1,4,1,47,0,0,0,0xffd68b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5935,5935,46
28076,0,0,0,4,1,47,0,1,0,0xffd68b,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5936,5935,46
28077,0,0,0,4,1,47,0,1,0,0xffd68b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5936,5935,46
28078,0,0,0,4,1,47,0,1,0,0xffd68b,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5936,5935,46
28079,0,0,0,4,1,47,1,1,1,0xffeaa3,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5936,5935,46
28080,1,1,1,4,1,48,0,0,0,0xffeaa3,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5936,5936,46
28081,0,0,0,4,1,48,0,1,0,0xffeaa3,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5937,5936,46
28082,0,0,0,4,1,48,0,1,0,0xffeaa3,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5937,5936,46
28083,0,0,0,4,1,48,1,1,1,0x0003a0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5937,5936,46
28084,1,1,1,4,1,49,0,0,0,0x0003a0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5937,5937,46
28085,0,0,0,4,1,49,0,1,0,0x0003a0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5938,5937,46
28086,0,0,0,4,1,49,0,1,0,0x0003a0,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5938,5937,46
28087,0,0,0,4,1,49,1,1,1,0x001f49,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5938,5937,46
28088,1,1,1,4,1,50,0,0,0,0x001f49,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5938,5938,46
28089,0,0,0,4,1,50,0,1,0,0x001f49,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5939,5938,46
28090,0,0,0,4,1,50,0,1,0,0x001f49,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5939,5938,46
28091,0,0,0,4,1,50,1,1,1,0x0adec2,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5939,5938,46
28092,1,1,1,4,1,51,0,0,0,0x0adec2,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5939,5939,46
28093,0,0,0,4,1,51,0,1,0,0x0adec2,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5940,5939,46
28094,0,0,0,4,1,51,0,1,0,0x0adec2,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5940,5939,46
28095,0,0,0,4,1,51,1,1,1,0x00081d,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5940,5939,46
28096,1,1,1,4,1,52,0,0,0,0x00081d,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5940,5940,46
28097,0,0,0,4,1,52,0,1,0,0x00081d,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5940,46
28098,0,0,0,4,1,52,0,1,0,0x00081d,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5940,46
28099,0,0,0,4,1,52,0,1,0,0x00081d,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5940,46
28100,0,0,0,4,1,52,1,1,1,0x001041,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5940,46
28101,1,0,0,4,1,53,0,0,0,0x001041,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5941,46
28102,1,1,1,4,1,53,0,0,0,0x001041,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5941,5941,46
28103,0,0,0,4,1,53,0,1,0,0x001041,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5942,5941,46
28104,0,0,0,4,1,53,0,1,0,0x001041,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5942,5941,46
28105,0,0,0,4,1,53,1,1,1,0xfffb13,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5942,5941,46
28106,1,1,1,4,1,54,0,0,0,0xfffb13,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5942,5942,46
28107,0,0,0,4,1,54,0,1,0,0xfffb13,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5943,5942,46
28108,0,0,0,4,1,54,0,1,0,0xfffb13,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5943,5942,46
28109,0,0,0,4,1,54,1,1,1,0xffff01,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5943,5942,46
28110,1,0,0,4,1,55,0,0,0,0xffff01,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5943,5943,46
28111,1,1,1,4,1,55,0,0,0,0xffff01,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5943,5943,46
28112,0,0,0,4,1,55,0,1,0,0xffff01,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5944,5943,46
28113,0,0,0,4,1,55,0,1,0,0xffff01,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5944,5943,46
28114,0,0,0,4,1,55,1,1,1,0x001b48,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5944,5943,46
28115,1,1,1,4,1,56,0,0,0,0x001b48,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5944,5944,46
28116,0,0,0,4,1,56,0,1,0,0x001b48,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5945,5944,46
28117,0,0,0,4,1,56,0,1,0,0x001b48,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5945,5944,46
28118,0,0,0,4,1,56,1,1,1,0x0002ef,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5945,5944,46
28119,1,1,1,4,1,57,0,0,0,0x0002ef,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5945,5945,46
28120,0,0,0,4,1,57,0,1,0,0x0002ef,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5946,5945,46
28121,0,0,0,4,1,57,0,1,0,0x0002ef,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5946,5945,46
28122,0,0,0,4,1,57,0,1,0,0x0002ef,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5946,5945,46
28123,0,0,0,4,1,57,1,1,1,0xfff6ac,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5946,5945,46
28124,1,1,1,4,1,58,0,0,0,0xfff6ac,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5946,5946,46
28125,0,0,0,4,1,58,0,1,0,0xfff6ac,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28126,0,0,0,4,1,58,0,1,0,0xfff6ac,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28127,0,0,0,4,1,58,0,1,0,0xfff6ac,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28128,0,0,0,4,1,58,0,1,0,0xfff6ac,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28129,0,0,0,4,1,58,0,1,0,0xfff6ac,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28130,0,0,0,4,1,58,1,1,1,0xfff27a,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5946,46
28131,1,1,1,4,1,59,0,0,0,0xfff27a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5947,5947,46
28132,0,0,0,4,1,59,0,1,0,0xfff27a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5948,5947,46
28133,0,0,0,4,1,59,0,1,0,0xfff27a,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5948,5947,46
28134,0,0,0,4,1,59,1,1,1,0xfff234,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5948,5947,46
28135,1,1,1,4,1,60,0,0,0,0xfff234,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5948,5948,46
28136,0,0,0,4,1,60,0,1,0,0xfff234,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5949,5948,46
28137,0,0,0,4,1,60,0,1,0,0xfff234,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5949,5948,46
28138,0,0,0,4,1,60,1,1,1,0xffffa5,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5949,5948,46
28139,1,1,1,4,1,61,0,0,0,0xffffa5,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5949,5949,46
28140,0,0,0,4,1,61,0,1,0,0xffffa5,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5950,5949,46
28141,0,0,0,4,1,61,0,1,0,0xffffa5,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5950,5949,46
28142,0,0,0,4,1,61,1,1,1,0xfffe36,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5950,5949,46
28143,1,1,1,4,1,62,0,0,0,0xfffe36,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5950,5950,46
28144,0,0,0,4,1,62,0,1,0,0xfffe36,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5951,5950,46
28145,0,0,0,4,1,62,0,1,0,0xfffe36,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5951,5950,46
28146,0,0,0,4,1,62,0,1,0,0xfffe36,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5951,5950,46
28147,0,0,0,4,1,62,1,1,1,0x000154,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5951,5950,46
28148,1,1,1,4,1,63,0,0,0,0x000154,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5951,5951,46
28149,0,0,0,4,1,63,0,1,0,0x000154,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5952,5951,46
28150,0,0,0,4,1,63,0,1,0,0x000154,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5952,5951,46
28151,0,0,0,4,1,63,1,1,1,0x001f58,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5952,5951,46
28152,1,1,1,4,1,64,0,0,0,0x001f58,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5952,5952,46
28153,0,0,0,4,1,64,0,1,0,0x001f58,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5953,5952,46
28154,0,0,0,4,1,64,0,1,0,0x001f58,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5953,5952,46
28155,0,0,0,4,1,64,1,1,1,0xffe84f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5953,5952,46
28156,1,1,1,4,1,65,0,0,0,0xffe84f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5953,5953,46
28157,0,0,0,4,1,65,0,1,0,0xffe84f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5954,5953,46
28158,0,0,0,4,1,65,0,1,0,0xffe84f,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5954,5953,46
28159,0,0,0,4,1,65,1,1,1,0xffd9e7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5954,5953,46
28160,1,1,1,4,1,66,0,0,0,0xffd9e7,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5954,5954,46
28161,0,0,0,4,1,66,0,1,0,0xffd9e7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5955,5954,46
28162,0,0,0,4,1,66,0,1,0,0xffd9e7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5955,5954,46
28163,0,0,0,4,1,66,1,1,1,0xff91a7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5955,5954,46
28164,1,1,1,4,1,67,0,0,0,0xff91a7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5955,5955,46
28165,0,0,0,4,1,67,0,1,0,0xff91a7,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5955,46
28166,0,0,0,4,1,67,0,1,0,0xff91a7,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5955,46
28167,0,0,0,4,1,67,0,1,0,0xff91a7,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5955,46
28168,0,0,0,4,1,67,1,1,1,0x0005bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5955,46
28169,1,0,0,4,1,68,0,0,0,0x0005bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5956,46
28170,1,1,1,4,1,68,0,0,0,0x0005bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5956,5956,46
28171,0,0,0,4,1,68,0,1,0,0x0005bd,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5957,5956,46
28172,0,0,0,4,1,68,0,1,0,0x0005bd,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5957,5956,46
28173,0,0,0,4,1,68,1,1,1,0x0002ae,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5957,5956,46
28174,1,1,1,4,1,69,0,0,0,0x0002ae,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5957,5957,46
28175,0,0,0,4,1,69,0,1,0,0x0002ae,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5958,5957,46
28176,0,0,0,4,1,69,0,1,0,0x0002ae,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5958,5957,46
28177,0,0,0,4,1,69,1,1,1,0x001575,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5958,5957,46
28178,1,0,0,4,1,70,0,0,0,0x001575,0,0,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5958,5958,46
28179,1,1,1,4,1,70,0,0,0,0x001575,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5958,5958,46
28180,0,0,0,4,1,70,0,1,0,0x001575,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5959,5958,46
28181,0,0,0,4,1,70,0,1,0,0x001575,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5959,5958,46
28182,0,0,0,4,1,70,1,1,1,0xffe2e2,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5959,5958,46
28183,1,1,1,4,1,71,0,0,0,0xffe2e2,0,1,0,9,4,0,0x00000000610b0b3c,0x000000000893d5e9,0,5959,5959,46
